age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,native-country,income
31, Private, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, ?, <=50K
29, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
39, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, >50K
48, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
51, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male, Scotland, <=50K
28, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male, United-States, <=50K
22, Private, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
23, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
65, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
26, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male, United-States, <=50K
55, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?, >50K
38, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
33, Private, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
33, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
37, Private, Bachelors,13, Never-married, Sales, Not-in-family, Black, Female, United-States, <=50K
19, Private, 11th,7, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
24, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
30, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
57, State-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
22, State-gov, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
57, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, >50K
46, State-gov, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
67, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
35, ?, HS-grad,9, Never-married, ?, Unmarried, Black, Female, United-States, <=50K
47, Private, HS-grad,9, Separated, Craft-repair, Own-child, White, Male, United-States, <=50K
39, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
50, Private, Some-college,10, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male, Philippines, <=50K
58, Self-emp-not-inc, 12th,8, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
36, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
45, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, England, >50K
54, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
26, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
60, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
32, Private, 11th,7, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
38, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
37, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, Philippines, <=50K
44, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
31, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Other, Female, United-States, <=50K
61, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
52, Private, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States, <=50K
36, ?, Assoc-acdm,12, Married-civ-spouse, ?, Wife, Black, Female, Haiti, <=50K
39, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male, Mexico, <=50K
67, Local-gov, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
40, State-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
27, Private, 5th-6th,3, Never-married, Farming-fishing, Not-in-family, White, Male, Mexico, <=50K
37, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico, <=50K
57, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
27, Private, 10th,6, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
28, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
34, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
54, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
52, Private, HS-grad,9, Divorced, Other-service, Other-relative, Black, Female, United-States, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
48, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
65, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
55, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
71, Self-emp-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
33, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
30, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
59, Private, 10th,6, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
19, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
36, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
26, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Own-child, White, Male, United-States, <=50K
34, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, >50K
44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, Italy, >50K
26, ?, HS-grad,9, Separated, ?, Unmarried, White, Female, United-States, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
18, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
55, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
49, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
43, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
62, Private, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male, Cuba, <=50K
44, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States, <=50K
39, ?, HS-grad,9, Divorced, ?, Unmarried, White, Female, United-States, <=50K
50, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
35, Private, 11th,7, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
44, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
43, Private, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Male, United-States, <=50K
51, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
47, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female, Italy, >50K
43, Private, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male, United-States, <=50K
64, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, ?, >50K
24, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
27, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
32, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
37, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States, <=50K
20, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
43, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
53, Private, 9th,5, Divorced, Other-service, Not-in-family, White, Female, Canada, <=50K
44, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
25, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
17, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male, United-States, <=50K
53, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, >50K
49, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
44, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
54, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
37, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
24, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
29, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
22, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female, United-States, <=50K
35, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
32, ?, 7th-8th,4, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
24, Private, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, China, <=50K
43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
73, Private, HS-grad,9, Widowed, Sales, Other-relative, White, Female, United-States, <=50K
47, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, ?, <=50K
49, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
39, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K
42, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
41, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, China, >50K
35, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
38, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
31, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
51, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
38, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Male, United-States, >50K
40, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
21, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
44, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
55, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
29, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
49, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
31, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
24, Private, Masters,14, Never-married, Exec-managerial, Own-child, White, Male, United-States, <=50K
46, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K
26, Private, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male, United-States, <=50K
35, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
27, Private, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
64, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
26, Private, Bachelors,13, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
45, Private, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male, ?, >50K
57, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
45, Private, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
50, Private, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
38, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
42, Private, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
32, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
20, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
27, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
45, Private, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
40, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
38, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
37, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
60, Private, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
53, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States, >50K
25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Own-child, White, Female, United-States, <=50K
47, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, Japan, <=50K
40, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
51, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
65, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
41, Private, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
28, Private, 10th,6, Never-married, Machine-op-inspct, Own-child, Black, Male, United-States, <=50K
46, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
49, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male, United-States, <=50K
32, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
71, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
29, Private, HS-grad,9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male, United-States, <=50K
50, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
51, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
17, ?, 10th,6, Never-married, ?, Own-child, White, Female, United-States, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, >50K
31, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
23, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
59, Local-gov, HS-grad,9, Widowed, Farming-fishing, Unmarried, White, Male, United-States, <=50K
17, ?, 10th,6, Never-married, ?, Own-child, White, Male, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
29, Private, 10th,6, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
31, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
42, Local-gov, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States, >50K
35, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
39, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, United-States, >50K
40, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
66, Private, 5th-6th,3, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female, Puerto-Rico, <=50K
30, Federal-gov, 9th,5, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
43, Private, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
47, Private, 9th,5, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
45, Private, Masters,14, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Philippines, <=50K
31, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, Trinadad&Tobago, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
32, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
28, Private, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States, <=50K
50, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
63, Private, 7th-8th,4, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
28, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
38, Private, Some-college,10, Widowed, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
52, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
38, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States, >50K
41, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
50, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
59, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
32, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
73, Local-gov, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
52, Self-emp-inc, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male, United-States, <=50K
57, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
35, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
51, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
22, Private, 11th,7, Widowed, Sales, Own-child, Black, Female, United-States, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States, <=50K
46, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
48, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, ?, <=50K
43, State-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
25, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Mexico, <=50K
31, Private, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
51, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male, United-States, >50K
22, Self-emp-not-inc, HS-grad,9, Never-married, Prof-specialty, Unmarried, White, Female, Dominican-Republic, >50K
37, Local-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Female, United-States, <=50K
45, Private, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female, United-States, <=50K
21, State-gov, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
52, Private, HS-grad,9, Widowed, Sales, Not-in-family, White, Female, United-States, <=50K
46, Local-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
42, State-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
56, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
23, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
58, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
70, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
30, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male, United-States, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
23, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
34, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, <=50K
24, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
53, Private, 7th-8th,4, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
45, Federal-gov, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male, United-States, <=50K
21, ?, Some-college,10, Never-married, ?, Own-child, White, Female, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, Puerto-Rico, <=50K
34, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
32, Self-emp-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
21, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
63, ?, Masters,14, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
23, Private, 9th,5, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States, <=50K
28, Private, Bachelors,13, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
29, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Male, United-States, <=50K
25, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
44, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
26, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
47, Local-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
23, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
46, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
61, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
25, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
38, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male, United-States, >50K
60, ?, Bachelors,13, Married-spouse-absent, ?, Unmarried, Black, Female, United-States, <=50K
23, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
36, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
46, Private, 9th,5, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
32, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
40, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
31, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
